PC Name,Caste,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Year
Chatra,GEN,Jharkhand,Dhirendra Agarwal,Rashtriya Janata Dal,978364,435488,0.445,18855,0.043,2004
Chirayinkil,GEN,Kerala,Varkala Radhakrishnan,Communist Party Of India (Marxist),1020604,668280,0.655,50745,0.076,2004
Chittoor,GEN,Andhra Pradesh,D.K. Audikesavulu,Telugu Desam,1170325,874425,0.747,62138,0.071,2004
Cuttack,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,1236228,820082,0.663,173198,0.211,2004
Dadra & Nagar Haveli,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Bharatiya Navshakti Party,122681,84699,0.69,12893,0.152,2004
Dhenkanal,GEN,Orissa,Tathagata Satapathy,Biju Janata Dal,1174787,790179,0.673,122882,0.156,2004
Dibrugarh,GEN,Assam,Sarbananda Sonowal,Asom Gana Parisad,969905,631416,0.651,18554,0.029,2004
Ernakulam,GEN,Kerala,Dr. Sebastian Paul,Independent,1069131,657891,0.615,70099,0.107,2004
Faridkot,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,1262934,893428,0.707,135279,0.151,2004
Ferozepur,GEN,Punjab,Zora Singh Maan,Shiromani Akali Dal,1302221,867635,0.666,11539,0.013,2004
Giridih,GEN,Jharkhand,Tek Lal Mahto,Jharkhand Mukti Morcha,1312691,714371,0.544,149794,0.21,2004
Hanamkonda,GEN,Andhra Pradesh,B.Vinod Kumar,Telangana Rashtra Samithi,1207089,831324,0.689,217067,0.261,2004
Hardwar,GEN,Uttarakhand,Rajendra Kumar,Samajwadi Party,914440,486341,0.532,37659,0.077,2004
Hassan,GEN,Karnataka,H D Devegowda,Janata Dal (Secular),1292878,910103,0.704,190305,0.209,2004
Hazaribagh,GEN,Jharkhand,Bhubneshwar Prasad Mehta,Communist Party Of India,1180058,705438,0.598,105328,0.149,2004
Hyderabad,GEN,Andhra Pradesh,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1770725,986387,0.557,100145,0.102,2004
Idukki,GEN,Kerala,K. Francis George,Kerala Congress,1034338,727964,0.704,69384,0.095,2004
Jamshedpur,GEN,Jharkhand,Sunil Kumar Mahato,Jharkhand Mukti Morcha,1372125,776508,0.566,105633,0.136,2004
Karimnagar,GEN,Andhra Pradesh,K. Chandra Shakher Rao,Telangana Rashtra Samithi,1344786,874367,0.65,131168,0.15,2004
Kasaragod,GEN,Kerala,P. Karunakaran,Communist Party Of India (Marxist),1160134,898746,0.775,108256,0.12,2004
Kottayam,GEN,Kerala,K. Suresh Kurup,Communist Party Of India (Marxist),963886,703486,0.73,42914,0.061,2004
Ladakh,GEN,Jammu & Kashmir,Thupstan Chhewang,Independent,175768,127813,0.727,25713,0.201,2004
Lakhimpur,GEN,Assam,Dr. Arun Kumar Sarmah,Asom Gana Parisad,1126632,800101,0.71,28148,0.035,2004
Manjeri,GEN,Kerala,T. K. Hamza,Communist Party Of India (Marxist),1262202,904535,0.717,47743,0.053,2004
Mayurbhanj,GEN,Orissa,Sudam Marndi,Jharkhand Mukti Morcha,990544,695815,0.703,7972,0.011,2004
Medak,GEN,Andhra Pradesh,A. Narendra,Telangana Rashtra Samithi,1259126,899374,0.714,123766,0.138,2004
Mukundapuram,GEN,Kerala,Lonappan Nambadan,Communist Party Of India (Marxist),1024150,721958,0.705,117097,0.162,2004
Muvattupuzha,GEN,Kerala,P. C. Thomas (PULLOLIL),Indian Federal Democratic Party,984053,744192,0.756,529,0.001,2004
Nalgonda,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,1605163,1046908,0.652,56151,0.054,2004
Ottapalam,GEN,Kerala,S. Ajaya Kumar,Communist Party Of India (Marxist),1092142,805485,0.738,70410,0.087,2004
Palghat,GEN,Kerala,N. N. Krishnadas,Communist Party Of India (Marxist),1113144,818860,0.736,98158,0.12,2004
Phulbani,GEN,Orissa,Sugrib Singh,Biju Janata Dal,1183731,787239,0.665,19272,0.024,2004
Pondicherry,GEN,Pondicherry,Ramadass. M.,Pattali Makkal Katchi,636667,484316,0.761,69181,0.143,2004
Ponnani,GEN,Kerala,E. Ahammed,Muslim League Kerala State Committee,1172057,729438,0.622,102758,0.141,2004
Quilon,GEN,Kerala,P. Rajendran,Communist Party Of India (Marxist),1031593,702390,0.681,111071,0.158,2004
Ropar,GEN,Punjab,Sukhdev Singh Libra,Shiromani Akali Dal,1345244,790206,0.587,33637,0.043,2004
Sambalpur,GEN,Orissa,Prasanna Acharya,Biju Janata Dal,1242861,811674,0.653,14770,0.018,2004
Sangrur,GEN,Punjab,Sukhdev Singh Dhindsa,Shiromani Akali Dal,1214485,837596,0.69,27277,0.033,2004
Sikkim,GEN,Sikkim,Nakul Das Rai,Sikkim Democratic Front,281937,215294,0.764,93151,0.433,2004
Srikakulam,GEN,Andhra Pradesh,Yerrannaidu Kinjarapu,Telugu Desam,958626,723013,0.754,31879,0.044,2004
Srinagar,GEN,Jammu & Kashmir,Omar Abdullah,Jammu & Kashmir National Conference,1053734,195645,0.186,23159,0.118,2004
Tarn Taran,GEN,Punjab,Dr. Rattan Singh Ajnala,Shiromani Akali Dal,1173431,717306,0.611,56394,0.079,2004
Tripura West,GEN,Tripura,Khagen Das,Communist Party Of India (Marxist),1041596,699397,0.672,384636,0.55,2004
Trivandrum,GEN,Kerala,P. K. Vasudevan Nair,Communist Party Of India,1112571,761488,0.684,54603,0.072,2004
Warangal,GEN,Andhra Pradesh,Dharavath Ravinder Naik,Telangana Rashtra Samithi,1215167,921516,0.758,19262,0.021,2004
Anakapalli,GEN,Andhra Pradesh,Muttamsetti Srinivasa Rao (AVANTHI),Telugu Desam,1401474,1148072,0.819,47932,0.042,2014
Anandpur Sahib,GEN,Punjab,Prem Singh Chandumajra,Shiromani Akali Dal,1564721,1086563,0.694,23697,0.022,2014
Anantapur,GEN,Andhra Pradesh,J.C. Divakar Reddi,Telugu Desam,1536912,1205054,0.784,61269,0.051,2014
Anantnag,GEN,Jammu & Kashmir,Mehbooba Mufti,Jammu & Kashmir Peoples Democratic Party,1301023,375279,0.288,65417,0.174,2014
Aska,GEN,Orissa,Ladu Kishore Swain,Biju Janata Dal,1408780,896281,0.636,311997,0.348,2014
Attingal,GEN,Kerala,Dr.A .Sampath,Communist Party Of India (Marxist),1251398,859350,0.687,69378,0.081,2014
Balasore,GEN,Orissa,Rabindra Kumar Jena,Biju Janata Dal,1366218,1049450,0.768,141825,0.135,2014
Baramulla,GEN,Jammu & Kashmir,Muzaffar Hussain Baig,Jammu & Kashmir Peoples Democratic Party,1190745,465992,0.391,29219,0.063,2014
Bargarh,GEN,Orissa,Prabhas Kumar Singh,Biju Janata Dal,1430717,1123301,0.785,11178,0.01,2014
Barpeta,GEN,Assam,Siraj Uddin Ajmal,All India United Democratic Front,1430175,1205863,0.843,42341,0.035,2014
Berhampur,GEN,Orissa,Sidhant Mohapatra,Biju Janata Dal,1334268,905362,0.679,127720,0.141,2014
Bhatinda,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1525289,1176767,0.772,19395,0.016,2014
Bhongir,GEN,Telangana,Dr. Boora Narsaiah Goud,Telangana Rashtra Samithi,1492251,1211943,0.812,30494,0.025,2014
Bhubaneswar,GEN,Orissa,Prasanna Kumar Patasani,Biju Janata Dal,1527768,891822,0.584,189477,0.212,2014
Bolangir,GEN,Orissa,Kalikesh Narayan Singh Deo,Biju Janata Dal,1563025,1170405,0.749,104299,0.089,2014
Chalakudy,GEN,Kerala,Innocent,Independent,1150491,884033,0.768,13884,0.016,2014
Chelvella,GEN,Telangana,Konda Vishweshwar Reddy,Telangana Rashtra Samithi,2185179,1315862,0.602,73023,0.055,2014
Cuttack,GEN,Orissa,Bhartruhari Mahatab,Biju Janata Dal,1371617,978604,0.714,306762,0.313,2014
Dhenkanal,GEN,Orissa,Tathagata Satpathy,Biju Janata Dal,1363467,1042101,0.764,137340,0.132,2014
Dhubri,GEN,Assam,Badruddin Ajmal,All India United Democratic Front,1552554,1369624,0.882,229730,0.168,2014
Eluru,GEN,Andhra Pradesh,Maganti Venkateswara Rao (BABU),Telugu Desam,1427760,1201696,0.842,101926,0.085,2014
Ferozpur,GEN,Punjab,Sher Singh Ghubaya,Shiromani Akali Dal,1522111,1105412,0.726,31420,0.028,2014
Guntur,GEN,Andhra Pradesh,Jayadev Galla,Telugu Desam,1572016,1244926,0.792,69111,0.056,2014
Hassan,GEN,Karnataka,H.D. Devegowda,Janata Dal (Secular),1561336,1147172,0.735,100462,0.088,2014
Hindupur,GEN,Andhra Pradesh,Kristappa Nimmala,Telugu Desam,1446503,1177257,0.814,97325,0.083,2014
Hisar,GEN,Haryana,Dushyant Chautala,Indian National Lok Dal,1517606,1155914,0.762,31847,0.028,2014
Hyderabad,GEN,Telangana,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1823664,971421,0.533,202454,0.208,2014
Idukki,GEN,Kerala,Adv.Joice George,Independent,1158735,819766,0.708,50542,0.062,2014
Kadapa,GEN,Andhra Pradesh,Y.S. Avinash Reddy,Yuvajana Sramika Rythu Congress Party,1550579,1200662,0.774,190323,0.159,2014
Kakinada,GEN,Andhra Pradesh,Thota Narasimham,Telugu Desam,1418290,1099999,0.776,3431,0.003,2014
Kalahandi,GEN,Orissa,Arka Keshari Deo,Biju Janata Dal,1474135,1117536,0.758,56347,0.05,2014
Kandhamal,GEN,Orissa,Hemendra Chandra Singh,Biju Janata Dal,1143602,839415,0.734,181017,0.216,2014
Kannur,GEN,Kerala,P K Sreemathi Teacher,Communist Party Of India (Marxist),1170266,947117,0.809,6566,0.007,2014
Karimnagar,GEN,Telangana,Vinod Kumar Boinapally,Telangana Rashtra Samithi,1550834,1125691,0.726,205077,0.182,2014
Kasaragod,GEN,Kerala,P Karunakaran,Communist Party Of India (Marxist),1243730,974215,0.783,6921,0.007,2014
Kendrapara,GEN,Orissa,Baijayant Panda,Biju Janata Dal,1555444,1140999,0.734,209108,0.183,2014
Khadoor Sahib,GEN,Punjab,Ranjit Singh Brahmpura,Shiromani Akali Dal,1563256,1040518,0.666,100569,0.097,2014
Khammam,GEN,Telangana,Ponguleti Srinivasa Reddy,Yuvajana Sramika Rythu Congress Party,1440289,1182897,0.821,11974,0.01,2014
Kollam,GEN,Kerala,N.K.Premachandran,Revolutionary Socialist Party,1219415,879056,0.721,37649,0.043,2014
Kottayam,GEN,Kerala,Jose K. Mani,Kerala Congress(M),1161463,831636,0.716,120599,0.145,2014
Kurnool,GEN,Andhra Pradesh,Butta Renuka,Yuvajana Sramika Rythu Congress Party,1481807,1065732,0.719,44131,0.041,2014
Machilipatnam,GEN,Andhra Pradesh,Konakalla Narayana Rao,Telugu Desam,1369311,1141065,0.833,81057,0.071,2014
Mahbubnagar,GEN,Telangana,Ap Jithender Reddy,Telangana Rashtra Samithi,1418672,1014800,0.715,2590,0.003,2014
Malappuram,GEN,Kerala,E. Ahamed,Indian Union Muslim League,1198444,853467,0.712,194739,0.228,2014
Malkajgiri,GEN,Telangana,Ch.Malla Reddy,Telugu Desam,3183325,1620397,0.509,28371,0.018,2014
Mandya,GEN,Karnataka,C.S.Puttaraju,Janata Dal (Secular),1669262,1192638,0.715,5518,0.005,2014
Medak,GEN,Telangana,Kalvakuntla Chandrasekhar Rao,Telangana Rashtra Samithi,1536715,1191096,0.775,397029,0.333,2014
Nandyal,GEN,Andhra Pradesh,S.P.Y Reddy,Yuvajana Sramika Rythu Congress Party,1577128,1204956,0.764,105766,0.088,2014
Narasaraopet,GEN,Andhra Pradesh,Sambasiva Rao Rayapati,Telugu Desam,1514861,1282058,0.846,35280,0.028,2014
Nellore,GEN,Andhra Pradesh,Mekapati Rajamohan Reddy,Yuvajana Sramika Rythu Congress Party,1606140,1187648,0.739,13478,0.011,2014
Nizamabad,GEN,Telangana,Kalvakuntla Kavitha,Telangana Rashtra Samithi,1496193,1033924,0.691,167184,0.162,2014
Ongole,GEN,Andhra Pradesh,Y.V.Subba Reddy,Yuvajana Sramika Rythu Congress Party,1470483,1208225,0.822,15658,0.013,2014
Palakkad,GEN,Kerala,M B Rajesh,Communist Party Of India (Marxist),1208758,910322,0.753,105300,0.116,2014
Patiala,GEN,Punjab,Dr. Dharam Vira Gandhi,Aam Aadmi Party,1580273,1120933,0.709,20942,0.019,2014
Pondicherry,GEN,Pondicherry,R. Radhakrishnan,All India N.R. Congress,901357,740017,0.821,60854,0.082,2014
Ponnani,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1180789,871592,0.738,25410,0.029,2014
Puri,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1404581,1039389,0.74,263361,0.253,2014
Rajahmundry,GEN,Andhra Pradesh,Murali Mohan Maganti,Telugu Desam,1421288,1154381,0.812,167434,0.145,2014
Rajampet,GEN,Andhra Pradesh,P.V.Midhun Reddy,Yuvajana Sramika Rythu Congress Party,1487498,1158317,0.779,174762,0.151,2014
Sambalpur,GEN,Orissa,Nagendra Kumar Pradhan,Biju Janata Dal,1297098,984309,0.759,30576,0.031,2014
Sangrur,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1424743,1099467,0.772,211721,0.193,2014
Sikkim,GEN,Sikkim,Prem Das Rai,Sikkim Democratic Front,370611,308967,0.834,41742,0.135,2014
Srikakulam,GEN,Andhra Pradesh,Rammohan Naidu Kinjarapu,Telugu Desam,1413989,1051446,0.744,127572,0.121,2014
Srinagar,GEN,Jammu & Kashmir,Tariq Hameed Karra,Jammu & Kashmir Peoples Democratic Party,1205233,312212,0.259,42280,0.135,2014
Thrissur,GEN,Kerala,C. N. Jayadevan,Communist Party Of India,1275288,920505,0.722,38227,0.042,2014
Tripura West,GEN,Tripura,Sankar Prasad Datta,Communist Party Of India (Marxist),1248550,1072749,0.859,503486,0.469,2014
Vijayawada,GEN,Andhra Pradesh,Kesineni Srinivas,Telugu Desam,1564513,1195075,0.764,74862,0.063,2014
Vizianagaram,GEN,Andhra Pradesh,Ashok Gajapathi Raju Pusapati,Telugu Desam,1404127,1120316,0.798,106911,0.095,2014
Zahirabad,GEN,Telangana,B.B. Patil,Telangana Rashtra Samithi,1445246,1094806,0.758,144631,0.132,2014
Alappuzha,GEN,Kerala,Adv. A M Ariff,Communist Party Of India (Marxist),1298061,1088728,0.843,10474,0.01,2019
Aska,GEN,Orissa,Pramila Bisoyi,Biju Janata Dal,1494153,1013862,0.69,204707,0.202,2019
Bathinda,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1589895,1200810,0.764,21772,0.018,2019
Berhampur,GEN,Orissa,Chandra Sekhar Sahu,Biju Janata Dal,1433671,989910,0.701,94844,0.096,2019
Chelvella,GEN,Telangana,Dr. G. Ranjith Reddy,Telangana Rashtra Samithi,2302163,1300194,0.569,14317,0.011,2019
Cuttack,GEN,Orissa,Bhartruhari Mahtab,Biju Janata Dal,1460895,1059490,0.73,121201,0.114,2019
Dadra And Nagar Haveli,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Independent,196617,198983,1.027,9001,0.045,2019
Dhenkanal,GEN,Orissa,Mahesh Sahoo,Biju Janata Dal,1461182,1131522,0.782,35412,0.031,2019
Dhubri,GEN,Assam,Badruddin Ajmal,All India United Democratic Front,1799561,1685005,0.941,226258,0.134,2019
Ferozpur,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,1587296,1172033,0.748,198850,0.17,2019
Giridih,GEN,Jharkhand,Chandra Prakash Choudhary,All Jharkhand Students Union,1625806,1106918,0.693,248347,0.224,2019
Hassan,GEN,Karnataka,Prajwal Revanna,Janata Dal (Secular),1630952,1277552,0.791,141324,0.111,2019
Hyderabad,GEN,Telangana,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimeen,1927685,877872,0.458,282186,0.321,2019
Kandhamal,GEN,Orissa,Achyutananda Samanta,Biju Janata Dal,1235291,941985,0.773,149216,0.158,2019
Kendrapara,GEN,Orissa,Anubhav Mohanty,Biju Janata Dal,1658168,1236466,0.75,152584,0.123,2019
Khammam,GEN,Telangana,Nama Nageswr Rao,Telangana Rashtra Samithi,1441181,1139831,0.802,168062,0.147,2019
Kollam,GEN,Kerala,N.K.Premachandran,Revolutionary Socialist Party,1242521,968123,0.784,148856,0.154,2019
Kottayam,GEN,Kerala,Thomas Chazhikadan,Kerala Congress(M),1168104,910339,0.786,106259,0.117,2019
Mahbubnagar,GEN,Telangana,Manne Srinivas Reddy,Telangana Rashtra Samithi,1417629,984634,0.702,77829,0.079,2019
Malappuram,GEN,Kerala,P.K. Kunhalikutty,Indian Union Muslim League,1306617,1034618,0.795,260153,0.251,2019
Mandya,GEN,Karnataka,Sumalatha Ambareesh,Independent,1684216,1379210,0.821,125876,0.091,2019
Medak,GEN,Telangana,Kotha Prabhakar Reddy,Telangana Rashtra Samithi,1514728,1150223,0.77,316427,0.275,2019
Nagaur,GEN,Rajasthan,Hanuman Beniwal,Rashtriya Loktantrik Party,1741967,1203124,0.698,181260,0.151,2019
Ponnani,GEN,Kerala,E. T. Mohammed Basheer,Indian Union Muslim League,1265341,1017265,0.809,193273,0.19,2019
Puri,GEN,Orissa,Pinaki Misra,Biju Janata Dal,1500546,1135620,0.762,11714,0.01,2019
Sangrur,GEN,Punjab,Bhagwant Mann,Aam Aadmi Party,1501950,1105888,0.741,110211,0.1,2019
Sikkim,GEN,Sikkim,Indra Hang Subba,Sikkim Krantikari Morcha,410317,351746,0.863,12433,0.035,2019
Zahirabad,GEN,Telangana,B.B.Patil,Telangana Rashtra Samithi,1411026,1044365,0.748,6229,0.006,2019
Arrah,GEN,Bihar,Sudama Prasad,Communist Party Of India (Marxist-Leninist) (Liberation),2165574,1096561,0.506,59808,0.055,2024
Aurangabad,GEN,Bihar,Abhay Kumar Sinha,Rashtriya Janata Dal,1871564,945880,0.505,79111,0.084,2024
Banka,GEN,Bihar,Giridhari Yadav,Janata Dal (United),1856566,1014155,0.546,103844,0.102,2024
Bhagalpur,GEN,Bihar,Ajay Kumar Mandal,Janata Dal (United),1983031,1064081,0.537,104868,0.099,2024
Buxar,GEN,Bihar,Sudhakar Singh,Rashtriya Janata Dal,1923164,1073759,0.558,30091,0.028,2024
Jahanabad,GEN,Bihar,Surendra Prasad Yadav,Rashtriya Janata Dal,1670327,925370,0.551,142591,0.154,2024
Jhanjharpur,GEN,Bihar,Ramprit Mandal,Janata Dal (United),2003040,1093741,0.546,184169,0.168,2024
Karakat,GEN,Bihar,Raja Ram Singh,Communist Party Of India (Marxist-Leninist) (Liberation),1881191,1031618,0.537,105858,0.103,2024
Khagaria,GEN,Bihar,Rajesh Verma,Lok Janshakti Party(Ram Vilas),1840217,1061894,0.577,161131,0.152,2024
Madhepura,GEN,Bihar,Dinesh Chandra Yadav,Janata Dal (United),2071166,1209695,0.584,174534,0.144,2024
Munger,GEN,Bihar,Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),2042279,1139081,0.558,80870,0.071,2024
Nalanda,GEN,Bihar,Kaushalendra Kumar,Janata Dal (United),2288240,1144383,0.499,169114,0.148,2024
Pataliputra,GEN,Bihar,Misha Bharti,Rashtriya Janata Dal,2073685,1230099,0.593,85174,0.069,2024
Purnia,GEN,Bihar,Rajesh Ranjan Alias Pappu Yadav,Independent,1893698,1195844,0.632,23847,0.02,2024
Sheohar,GEN,Bihar,Lovely Anand,Janata Dal (United),1832745,1055602,0.576,29143,0.028,2024
Sitamarhi,GEN,Bihar,Devesh Chandra Thakur,Janata Dal (United),1947996,1093992,0.562,51356,0.047,2024
Siwan,GEN,Bihar,Vijaylakshmi Devi,Janata Dal (United),1896512,998018,0.526,92857,0.093,2024
Supaul,GEN,Bihar,Dileshwar Kamait,Janata Dal (United),1927207,1231114,0.639,169803,0.138,2024
Vaishali,GEN,Bihar,Veena Devi,Lok Janshakti Party(Ram Vilas),1869178,1172060,0.627,89634,0.076,2024
Valmiki Nagar,GEN,Bihar,Sunil Kumar,Janata Dal (United),1827281,1101830,0.603,98675,0.09,2024
Arrah,GEN,Bihar,Kanti Singh,Rashtriya Janata Dal,1360794,787780,0.579,149743,0.19,2004
Bagaha,GEN,Bihar,Kailash Baitha,Janata Dal (United),1160275,570814,0.492,65375,0.115,2004
Balia,GEN,Bihar,Suraj Singh,Lok Jan Shakti Party,1181597,632330,0.535,76227,0.121,2004
Banka,GEN,Bihar,Giridhari Yadav,Rashtriya Janata Dal,1213614,713888,0.588,4669,0.007,2004
Barh,GEN,Bihar,Vijay Krishna,Rashtriya Janata Dal,1242851,864069,0.695,37688,0.044,2004
Begusarai,GEN,Bihar,Rajiv Ranjan Singh,Janata Dal (United),1280963,678647,0.53,20491,0.03,2004
Bettiah,GEN,Bihar,Raghunath Jha,Rashtriya Janata Dal,1278163,569868,0.446,24671,0.043,2004
Bikramganj,GEN,Bihar,Ajit Kumar Singh,Janata Dal (United),1298849,733925,0.565,58801,0.08,2004
Chapra,GEN,Bihar,Lalu Prasad,Rashtriya Janata Dal,1164917,446031,0.383,60423,0.135,2004
Darbhanga,GEN,Bihar,Md. Ali Ashraf Fatmi,Rashtriya Janata Dal,1202456,764102,0.636,143463,0.188,2004
Gopalganj,GEN,Bihar,Anirudh Prasad Alias Sadhu Yadav,Rashtriya Janata Dal,1231178,694487,0.564,192919,0.278,2004
Hajipur,GEN,Bihar,Ram Vilas Paswan,Lok Jan Shakti Party,1208834,773565,0.64,237801,0.307,2004
Jhanjharpur,GEN,Bihar,Devendra Prasad Yadav,Rashtriya Janata Dal,1163817,704243,0.605,12835,0.018,2004
Khagaria,GEN,Bihar,Rabindra Ku. Rana,Rashtriya Janata Dal,1196971,675969,0.565,67123,0.099,2004
Maharajganj,GEN,Bihar,Prabhunath Singh,Janata Dal (United),1114665,664381,0.596,46465,0.07,2004
Monghyr,GEN,Bihar,Jay Prakash Narayan Yadav,Rashtriya Janata Dal,1310042,838209,0.64,115927,0.138,2004
Motihari,GEN,Bihar,Akhiles Prasad Singh,Rashtriya Janata Dal,1221716,679070,0.556,97024,0.143,2004
Muzaffarpur,GEN,Bihar,George Fernandes,Janata Dal (United),1237345,783974,0.634,9693,0.012,2004
Nalanda,GEN,Bihar,Nitish Kumar,Janata Dal (United),1311971,895089,0.682,102396,0.114,2004
Nawada,GEN,Bihar,Virchandra Paswan,Rashtriya Janata Dal,1505472,1009961,0.671,56006,0.055,2004
Patna,GEN,Bihar,Ram Kripal Yadav,Rashtriya Janata Dal,1741220,901556,0.518,38562,0.043,2004
Rosera,GEN,Bihar,Ram Chandra Paswan,Lok Jan Shakti Party,1245733,713782,0.573,138411,0.194,2004
Saharsa,GEN,Bihar,Ranjeet Ranjan,Lok Jan Shakti Party,1287666,738272,0.573,30787,0.042,2004
Sheohar,GEN,Bihar,Sitaram Singh,Rashtriya Janata Dal,1214428,666384,0.549,73883,0.111,2004
Sitamarhi,GEN,Bihar,Sitaram Yadav,Rashtriya Janata Dal,1265132,690791,0.546,98005,0.142,2004
Siwan,GEN,Bihar,Mohammad Shahabuddin,Rashtriya Janata Dal,1054441,637544,0.605,103578,0.162,2004
Vaishali,GEN,Bihar,Raghubansh Prasad Singh,Rashtriya Janata Dal,1197345,748681,0.625,105935,0.141,2004
Araria,GEN,Bihar,Tasleem Uddin,Rashtriya Janata Dal,1587348,975811,0.615,146504,0.15,2014
Banka,GEN,Bihar,Jai Prakash Narayan Yadav,Rashtriya Janata Dal,1549456,899353,0.58,10144,0.011,2014
Bhagalpur,GEN,Bihar,Shailesh Kumar Urph Bulo Mandal,Rashtriya Janata Dal,1685339,974016,0.578,9485,0.01,2014
Jahanabad,GEN,Bihar,Dr. Arun Kumar,Rashtriya Lok Samta Party,1423246,811516,0.57,42340,0.052,2014
Karakat,GEN,Bihar,Upendra Kushwaha,Rashtriya Lok Samta Party,1569989,789927,0.503,105241,0.133,2014
Katihar,GEN,Bihar,Tariq Anwar,Nationalist Congress Party,1446478,977830,0.676,114740,0.117,2014
Khagaria,GEN,Bihar,Choudhary Mahboob Ali Kaiser,Lok Jan Shakti Party,1492068,896231,0.601,76003,0.085,2014
Madhepura,GEN,Bihar,Rajesh Ranjan @ Pappu Yadav,Rashtriya Janata Dal,1725578,1034799,0.6,56209,0.054,2014
Munger,GEN,Bihar,Veena Devi,Lok Jan Shakti Party,1696546,914350,0.539,109084,0.119,2014
Nalanda,GEN,Bihar,Kaushlendra Kumar,Janata Dal (United),1951967,921761,0.472,9627,0.01,2014
Purnia,GEN,Bihar,Santosh Kumar,Janata Dal (United),1582967,1017732,0.643,116669,0.115,2014
Sitamarhi,GEN,Bihar,Ram Kumar Sharma,Rashtriya Lok Samta Party,1574914,900588,0.572,147965,0.164,2014
Vaishali,GEN,Bihar,Rama Kishore Singh,Lok Jan Shakti Party,1587202,925937,0.583,99267,0.107,2014
Banka,GEN,Bihar,Giridhari Yadav,Janata Dal (United),1687940,995806,0.594,200532,0.201,2019
Bhagalpur,GEN,Bihar,Ajay Kumar Mandal,Janata Dal (United),1811980,1042518,0.593,277630,0.266,2019
Jahanabad,GEN,Bihar,Chandeshwar Prasad,Janata Dal (United),1573907,822065,0.54,1751,0.002,2019
Jhanjharpur,GEN,Bihar,Ramprit Mandal,Janata Dal (United),1835089,1060562,0.583,322951,0.305,2019
Karakat,GEN,Bihar,Mahabali Singh,Janata Dal (United),1759358,868798,0.506,84542,0.097,2019
Katihar,GEN,Bihar,Dulal Chandra Goswami,Janata Dal (United),1645713,1117734,0.692,57203,0.051,2019
Khagaria,GEN,Bihar,Choudhary Mehboob Ali Kaiser,Lok Jan Shakti Party,1653928,966813,0.589,248570,0.257,2019
Madhepura,GEN,Bihar,Dinesh Chandra Yadav,Janata Dal (United),1874003,1147274,0.633,301527,0.263,2019
Munger,GEN,Bihar,Rajiv Ranjan Singh Alias Lalan Singh,Janata Dal (United),1870993,1036268,0.559,167937,0.162,2019
Nalanda,GEN,Bihar,Kaushlendra Kumar,Janata Dal (United),1809760,1031286,0.575,256137,0.248,2019
Nawada,GEN,Bihar,Chandan Singh,Lok Jan Shakti Party,1892017,942462,0.517,148072,0.157,2019
